Model,MDO3014
-5.260000e+00,0.04
-5.258000e+00,0.44
-5.256000e+00,0.04
-5.254000e+00,0.44
-5.252000e+00,0.04
-5.250000e+00,0.52
-5.248000e+00,0.04
-5.246000e+00,0.52
-5.244000e+00,0.04
-5.242000e+00,0.52
-5.240000e+00,0.04
-5.238000e+00,0.44
-5.236000e+00,0.04
-5.234000e+00,0.52
-5.232000e+00,0.04
-5.230000e+00,0.52
-5.228000e+00,0.04
-5.226000e+00,0.52
-5.224000e+00,0.04
-5.222000e+00,0.52
-5.220000e+00,0.04
-5.218000e+00,0.44
-5.216000e+00,0.04
-5.214000e+00,0.52
-5.212000e+00,0.04
-5.210000e+00,0.44
-5.208000e+00,0.04
-5.206000e+00,0.44
-5.204000e+00,0.04
-5.202000e+00,0.44
-5.200000e+00,0.04
-5.198000e+00,0.52
-5.196000e+00,0.04
-5.194000e+00,0.52
-5.192000e+00,0.04
-5.190000e+00,0.52
-5.188000e+00,0.04
-5.186000e+00,0.44
-5.184000e+00,0.04
-5.182000e+00,0.44
-5.180000e+00,0.04
-5.178000e+00,0.52
-5.176000e+00,0.04
-5.174000e+00,0.44
-5.172000e+00,0.04
-5.170000e+00,0.52
-5.168000e+00,0.04
-5.166000e+00,0.44
-5.164000e+00,0.04
-5.162000e+00,0.44
-5.160000e+00,0.04
-5.158000e+00,0.44
-5.156000e+00,0.04
-5.154000e+00,0.44
-5.152000e+00,0.04
-5.150000e+00,0.52
-5.148000e+00,0.04
-5.146000e+00,0.52
-5.144000e+00,0.04
-5.142000e+00,0.52
-5.140000e+00,0.04
-5.138000e+00,0.44
-5.136000e+00,0.04
-5.134000e+00,0.44
-5.132000e+00,0.04
-5.130000e+00,0.44
-5.128000e+00,0.04
-5.126000e+00,0.52
-5.124000e+00,0.04
-5.122000e+00,0.52
-5.120000e+00,0.04
-5.118000e+00,0.52
-5.116000e+00,0.04
-5.114000e+00,0.44
-5.112000e+00,0.04
-5.110000e+00,0.44
-5.108000e+00,0.04
-5.106000e+00,0.52
-5.104000e+00,0.04
-5.102000e+00,0.52
-5.100000e+00,0.04
-5.098000e+00,0.44
-5.096000e+00,0.04
-5.094000e+00,0.52
-5.092000e+00,0.04
-5.090000e+00,0.44
-5.088000e+00,0.04
-5.086000e+00,0.44
-5.084000e+00,0.04
-5.082000e+00,0.52
-5.080000e+00,0.04
-5.078000e+00,0.52
-5.076000e+00,0.04
-5.074000e+00,0.52
-5.072000e+00,0.04
-5.070000e+00,0.44
-5.068000e+00,-0.04
-5.066000e+00,0.52
-5.064000e+00,-0.04
-5.062000e+00,0.52
-5.060000e+00,-0.04
-5.058000e+00,0.44
-5.056000e+00,0.04
-5.054000e+00,0.52
-5.052000e+00,0.04
-5.050000e+00,0.44
-5.048000e+00,0.04
-5.046000e+00,0.52
-5.044000e+00,0.04
-5.042000e+00,0.44
-5.040000e+00,-0.04
-5.038000e+00,0.44
-5.036000e+00,0.04
-5.034000e+00,0.44
-5.032000e+00,0.04
-5.030000e+00,0.44
-5.028000e+00,0.04
-5.026000e+00,0.52
-5.024000e+00,0.04
-5.022000e+00,0.52
-5.020000e+00,0.04
-5.018000e+00,0.44
-5.016000e+00,0.04
-5.014000e+00,0.52
-5.012000e+00,0.04
-5.010000e+00,0.44
-5.008000e+00,0.04
-5.006000e+00,0.44
-5.004000e+00,0.04
-5.002000e+00,0.44
-5.000000e+00,-0.04
-4.998000e+00,0.52
-4.996000e+00,0.04
-4.994000e+00,0.44
-4.992000e+00,0.04
-4.990000e+00,0.44
-4.988000e+00,0.04
-4.986000e+00,0.52
-4.984000e+00,-0.04
-4.982000e+00,0.44
-4.980000e+00,0.04
-4.978000e+00,0.44
-4.976000e+00,0.04
-4.974000e+00,0.44
-4.972000e+00,0.04
-4.970000e+00,0.44
-4.968000e+00,0.04
-4.966000e+00,0.44
-4.964000e+00,0.04
-4.962000e+00,0.44
-4.960000e+00,0.04
-4.958000e+00,0.44
-4.956000e+00,0.04
-4.954000e+00,0.44
-4.952000e+00,0.04
-4.950000e+00,0.44
-4.948000e+00,0.04
-4.946000e+00,0.52
-4.944000e+00,0.04
-4.942000e+00,0.44
-4.940000e+00,0.04
-4.938000e+00,0.52
-4.936000e+00,0.04
-4.934000e+00,0.52
-4.932000e+00,0.04
-4.930000e+00,0.52
-4.928000e+00,0.04
-4.926000e+00,0.44
-4.924000e+00,0.04
-4.922000e+00,0.44
-4.920000e+00,-0.04
-4.918000e+00,0.44
-4.916000e+00,0.04
-4.914000e+00,0.44
-4.912000e+00,0.04
-4.910000e+00,0.52
-4.908000e+00,0.04
-4.906000e+00,0.52
-4.904000e+00,0.04
-4.902000e+00,0.52
-4.900000e+00,0.04
-4.898000e+00,0.52
-4.896000e+00,0.04
-4.894000e+00,0.44
-4.892000e+00,0.04
-4.890000e+00,0.52
-4.888000e+00,0.04
-4.886000e+00,0.52
-4.884000e+00,0.04
-4.882000e+00,0.52
-4.880000e+00,-0.04
-4.878000e+00,0.52
-4.876000e+00,0.04
-4.874000e+00,0.52
-4.872000e+00,0.04
-4.870000e+00,0.44
-4.868000e+00,0.04
-4.866000e+00,0.52
-4.864000e+00,0.04
-4.862000e+00,0.52
-4.860000e+00,-0.04
-4.858000e+00,0.52
-4.856000e+00,0.04
-4.854000e+00,0.52
-4.852000e+00,0.04
-4.850000e+00,0.44
-4.848000e+00,0.04
-4.846000e+00,0.52
-4.844000e+00,0.04
-4.842000e+00,0.52
-4.840000e+00,0.04
-4.838000e+00,0.52
-4.836000e+00,0.04
-4.834000e+00,0.44
-4.832000e+00,0.04
-4.830000e+00,0.44
-4.828000e+00,0.04
-4.826000e+00,0.44
-4.824000e+00,0.04
-4.822000e+00,0.52
-4.820000e+00,0.04
-4.818000e+00,0.52
-4.816000e+00,0.04
-4.814000e+00,0.52
-4.812000e+00,0.04
-4.810000e+00,0.52
-4.808000e+00,0.04
-4.806000e+00,0.44
-4.804000e+00,0.04
-4.802000e+00,0.52
-4.800000e+00,0.04
-4.798000e+00,0.44
-4.796000e+00,0.04
-4.794000e+00,11.88
-4.792000e+00,11.32
-4.790000e+00,11.88
-4.788000e+00,11.4
-4.786000e+00,11.88
-4.784000e+00,11.4
-4.782000e+00,11.88
-4.780000e+00,11.4
-4.778000e+00,11.88
-4.776000e+00,11.4
-4.774000e+00,11.88
-4.772000e+00,11.4
-4.770000e+00,11.88
-4.768000e+00,11.4
-4.766000e+00,11.88
-4.764000e+00,11.4
-4.762000e+00,11.88
-4.760000e+00,11.4
-4.758000e+00,11.88
-4.756000e+00,11.4
-4.754000e+00,11.96
-4.752000e+00,11.4
-4.750000e+00,11.88
-4.748000e+00,11.4
-4.746000e+00,11.88
-4.744000e+00,11.4
-4.742000e+00,11.88
-4.740000e+00,11.4
-4.738000e+00,11.88
-4.736000e+00,11.4
-4.734000e+00,11.88
-4.732000e+00,11.4
-4.730000e+00,11.88
-4.728000e+00,11.4
-4.726000e+00,11.88
-4.724000e+00,11.4
-4.722000e+00,11.88
-4.720000e+00,11.4
-4.718000e+00,11.88
-4.716000e+00,11.4
-4.714000e+00,11.88
-4.712000e+00,11.4
-4.710000e+00,11.88
-4.708000e+00,11.4
-4.706000e+00,11.88
-4.704000e+00,11.4
-4.702000e+00,11.88
-4.700000e+00,11.4
-4.698000e+00,11.88
-4.696000e+00,11.32
-4.694000e+00,11.88
-4.692000e+00,11.4
-4.690000e+00,11.88
-4.688000e+00,-0.68
-4.686000e+00,11.88
-4.684000e+00,0.04
-4.682000e+00,0.52
-4.680000e+00,0.04
-4.678000e+00,0.52
-4.676000e+00,0.04
-4.674000e+00,0.52
-4.672000e+00,0.04
-4.670000e+00,0.52
-4.668000e+00,0.04
-4.666000e+00,0.44
-4.664000e+00,0.04
-4.662000e+00,0.52
-4.660000e+00,0.04
-4.658000e+00,0.52
-4.656000e+00,0.04
-4.654000e+00,0.44
-4.652000e+00,0.04
-4.650000e+00,0.44
-4.648000e+00,0.04
-4.646000e+00,0.44
-4.644000e+00,0.04
-4.642000e+00,0.52
-4.640000e+00,0.04
-4.638000e+00,0.52
-4.636000e+00,0.04
-4.634000e+00,0.52
-4.632000e+00,0.04
-4.630000e+00,0.44
-4.628000e+00,0.04
-4.626000e+00,0.44
-4.624000e+00,0.04
-4.622000e+00,0.44
-4.620000e+00,-0.04
-4.618000e+00,0.52
-4.616000e+00,0.04
-4.614000e+00,0.52
-4.612000e+00,0.04
-4.610000e+00,0.44
-4.608000e+00,0.04
-4.606000e+00,0.52
-4.604000e+00,0.04
-4.602000e+00,0.44
-4.600000e+00,0.04
-4.598000e+00,0.44
-4.596000e+00,0.04
-4.594000e+00,0.44
-4.592000e+00,0.04
-4.590000e+00,0.52
-4.588000e+00,0.04
-4.586000e+00,0.44
-4.584000e+00,0.04
-4.582000e+00,0.52
-4.580000e+00,0.04
-4.578000e+00,0.52
-4.576000e+00,0.04
-4.574000e+00,0.52
-4.572000e+00,0.04
-4.570000e+00,0.52
-4.568000e+00,-0.04
-4.566000e+00,0.44
-4.564000e+00,0.04
-4.562000e+00,0.52
-4.560000e+00,0.04
-4.558000e+00,0.44
-4.556000e+00,0.04
-4.554000e+00,0.52
-4.552000e+00,-0.04
-4.550000e+00,0.44
-4.548000e+00,0.04
-4.546000e+00,0.52
-4.544000e+00,0.04
-4.542000e+00,0.44
-4.540000e+00,0.04
-4.538000e+00,0.52
-4.536000e+00,0.04
-4.534000e+00,0.52
-4.532000e+00,0.04
-4.530000e+00,0.44
-4.528000e+00,0.04
-4.526000e+00,0.52
-4.524000e+00,-0.04
-4.522000e+00,0.52
-4.520000e+00,0.04
-4.518000e+00,0.52
-4.516000e+00,0.04
-4.514000e+00,0.52
-4.512000e+00,0.04
-4.510000e+00,0.52
-4.508000e+00,0.04
-4.506000e+00,0.52
-4.504000e+00,0.04
-4.502000e+00,0.52
-4.500000e+00,0.04
-4.498000e+00,0.52
-4.496000e+00,0.04
-4.494000e+00,0.52
-4.492000e+00,0.04
-4.490000e+00,0.52
-4.488000e+00,0.04
-4.486000e+00,0.52
-4.484000e+00,0.04
-4.482000e+00,0.52
-4.480000e+00,0.04
-4.478000e+00,0.52
-4.476000e+00,0.04
-4.474000e+00,0.52
-4.472000e+00,0.04
-4.470000e+00,0.52
-4.468000e+00,0.04
-4.466000e+00,0.52
-4.464000e+00,0.04
-4.462000e+00,0.44
-4.460000e+00,0.04
-4.458000e+00,0.44
-4.456000e+00,0.04
-4.454000e+00,0.44
-4.452000e+00,0.04
-4.450000e+00,0.52
-4.448000e+00,-0.04
-4.446000e+00,0.52
-4.444000e+00,0.04
-4.442000e+00,0.52
-4.440000e+00,0.04
-4.438000e+00,0.52
-4.436000e+00,0.04
-4.434000e+00,0.44
-4.432000e+00,0.04
-4.430000e+00,0.52
-4.428000e+00,0.04
-4.426000e+00,0.52
-4.424000e+00,0.04
-4.422000e+00,0.52
-4.420000e+00,0.04
-4.418000e+00,0.44
-4.416000e+00,0.04
-4.414000e+00,0.52
-4.412000e+00,0.04
-4.410000e+00,0.52
-4.408000e+00,-0.04
-4.406000e+00,0.44
-4.404000e+00,0.04
-4.402000e+00,0.52
-4.400000e+00,0.04
-4.398000e+00,0.52
-4.396000e+00,0.04
-4.394000e+00,0.52
-4.392000e+00,0.04
-4.390000e+00,0.52
-4.388000e+00,0.04
-4.386000e+00,0.52
-4.384000e+00,0.04
-4.382000e+00,0.52
-4.380000e+00,0.04
-4.378000e+00,0.52
-4.376000e+00,-0.04
-4.374000e+00,0.52
-4.372000e+00,0.04
-4.370000e+00,0.52
-4.368000e+00,0.04
-4.366000e+00,0.52
-4.364000e+00,0.04
-4.362000e+00,0.52
-4.360000e+00,0.04
-4.358000e+00,0.52
-4.356000e+00,0.04
-4.354000e+00,0.44
-4.352000e+00,0.04
-4.350000e+00,0.52
-4.348000e+00,0.04
-4.346000e+00,0.52
-4.344000e+00,0.04
-4.342000e+00,0.44
-4.340000e+00,0.04
-4.338000e+00,0.52
-4.336000e+00,0.04
-4.334000e+00,0.52
-4.332000e+00,0.04
-4.330000e+00,0.52
-4.328000e+00,0.04
-4.326000e+00,0.52
-4.324000e+00,0.04
-4.322000e+00,0.44
-4.320000e+00,0.04
-4.318000e+00,0.52
-4.316000e+00,0.04
-4.314000e+00,0.44
-4.312000e+00,0.04
-4.310000e+00,0.52
-4.308000e+00,0.04
-4.306000e+00,11.88
-4.304000e+00,11.4
-4.302000e+00,11.88
-4.300000e+00,11.4
-4.298000e+00,11.88
-4.296000e+00,11.4
-4.294000e+00,11.88
-4.292000e+00,11.4
-4.290000e+00,11.88
-4.288000e+00,11.4
-4.286000e+00,11.88
-4.284000e+00,11.4
-4.282000e+00,11.88
-4.280000e+00,11.4
-4.278000e+00,11.88
-4.276000e+00,11.4
-4.274000e+00,11.88
-4.272000e+00,11.4
-4.270000e+00,11.88
-4.268000e+00,11.32
-4.266000e+00,11.88
-4.264000e+00,11.4
-4.262000e+00,11.88
-4.260000e+00,11.4
-4.258000e+00,11.88
-4.256000e+00,11.4
-4.254000e+00,11.88
-4.252000e+00,11.4
-4.250000e+00,11.88
-4.248000e+00,11.4
-4.246000e+00,11.88
-4.244000e+00,11.4
-4.242000e+00,11.88
-4.240000e+00,11.4
-4.238000e+00,11.88
-4.236000e+00,11.4
-4.234000e+00,11.88
-4.232000e+00,11.4
-4.230000e+00,11.88
-4.228000e+00,11.32
-4.226000e+00,11.88
-4.224000e+00,11.4
-4.222000e+00,11.88
-4.220000e+00,11.4
-4.218000e+00,11.88
-4.216000e+00,11.4
-4.214000e+00,11.88
-4.212000e+00,11.4
-4.210000e+00,11.88
-4.208000e+00,11.4
-4.206000e+00,11.88
-4.204000e+00,-0.6
-4.202000e+00,11.88
-4.200000e+00,0.04
-4.198000e+00,0.44
-4.196000e+00,0.04
-4.194000e+00,0.44
-4.192000e+00,0.04
-4.190000e+00,0.44
-4.188000e+00,0.04
-4.186000e+00,0.52
-4.184000e+00,0.04
-4.182000e+00,0.52
-4.180000e+00,0.04
-4.178000e+00,0.44
-4.176000e+00,0.04
-4.174000e+00,0.52
-4.172000e+00,0.04
-4.170000e+00,0.52
-4.168000e+00,0.04
-4.166000e+00,0.52
-4.164000e+00,0.04
-4.162000e+00,0.52
-4.160000e+00,0.04
-4.158000e+00,0.52
-4.156000e+00,0.04
-4.154000e+00,0.44
-4.152000e+00,0.04
-4.150000e+00,0.44
-4.148000e+00,0.04
-4.146000e+00,0.52
-4.144000e+00,0.04
-4.142000e+00,0.52
-4.140000e+00,0.04
-4.138000e+00,0.52
-4.136000e+00,-0.04
-4.134000e+00,0.52
-4.132000e+00,0.04
-4.130000e+00,0.52
-4.128000e+00,0.04
-4.126000e+00,0.52
-4.124000e+00,0.04
-4.122000e+00,0.44
-4.120000e+00,-0.04
-4.118000e+00,0.52
-4.116000e+00,0.04
-4.114000e+00,0.52
-4.112000e+00,0.04
-4.110000e+00,0.52
-4.108000e+00,0.04
-4.106000e+00,0.52
-4.104000e+00,0.04
-4.102000e+00,0.52
-4.100000e+00,0.04
-4.098000e+00,0.52
-4.096000e+00,0.04
-4.094000e+00,0.52
-4.092000e+00,-0.04
-4.090000e+00,0.44
-4.088000e+00,0.04
-4.086000e+00,0.52
-4.084000e+00,0.04
-4.082000e+00,0.52
-4.080000e+00,0.04
-4.078000e+00,0.52
-4.076000e+00,0.04
-4.074000e+00,0.52
-4.072000e+00,0.04
-4.070000e+00,0.52
-4.068000e+00,0.04
-4.066000e+00,0.52
-4.064000e+00,0.04
-4.062000e+00,0.44
-4.060000e+00,0.04
-4.058000e+00,0.52
-4.056000e+00,0.04
-4.054000e+00,0.52
-4.052000e+00,0.04
-4.050000e+00,0.44
-4.048000e+00,0.04
-4.046000e+00,0.52
-4.044000e+00,0.04
-4.042000e+00,0.52
-4.040000e+00,0.04
-4.038000e+00,0.52
-4.036000e+00,0.04
-4.034000e+00,0.52
-4.032000e+00,0.04
-4.030000e+00,0.52
-4.028000e+00,-0.04
-4.026000e+00,0.52
-4.024000e+00,0.04
-4.022000e+00,0.52
-4.020000e+00,0.04
-4.018000e+00,0.44
-4.016000e+00,0.04
-4.014000e+00,0.44
-4.012000e+00,0.04
-4.010000e+00,0.44
-4.008000e+00,0.04
-4.006000e+00,0.52
-4.004000e+00,0.04
-4.002000e+00,0.44
-4.000000e+00,-0.04
-3.998000e+00,0.52
-3.996000e+00,0.04
-3.994000e+00,0.52
-3.992000e+00,0.04
-3.990000e+00,0.44
-3.988000e+00,-0.04
-3.986000e+00,0.44
-3.984000e+00,0.04
-3.982000e+00,0.52
-3.980000e+00,0.04
-3.978000e+00,0.52
-3.976000e+00,-0.04
-3.974000e+00,0.52
-3.972000e+00,0.04
-3.970000e+00,0.44
-3.968000e+00,0.04
-3.966000e+00,0.44
-3.964000e+00,0.04
-3.962000e+00,0.52
-3.960000e+00,0.04
-3.958000e+00,0.52
-3.956000e+00,0.04
-3.954000e+00,0.52
-3.952000e+00,-0.04
-3.950000e+00,0.52
-3.948000e+00,0.04
-3.946000e+00,0.52
-3.944000e+00,0.04
-3.942000e+00,0.44
-3.940000e+00,0.04
-3.938000e+00,0.52
-3.936000e+00,0.04
-3.934000e+00,0.52
-3.932000e+00,0.04
-3.930000e+00,0.52
-3.928000e+00,0.04
-3.926000e+00,0.52
-3.924000e+00,0.04
-3.922000e+00,0.44
-3.920000e+00,0.04
-3.918000e+00,0.52
-3.916000e+00,0.04
-3.914000e+00,0.52
-3.912000e+00,-0.04
-3.910000e+00,0.52
-3.908000e+00,0.04
-3.906000e+00,0.44
-3.904000e+00,0.04
-3.902000e+00,0.52
-3.900000e+00,0.04
-3.898000e+00,0.52
-3.896000e+00,0.04
-3.894000e+00,0.52
-3.892000e+00,0.04
-3.890000e+00,0.52
-3.888000e+00,0.04
-3.886000e+00,0.52
-3.884000e+00,0.04
-3.882000e+00,0.52
-3.880000e+00,0.04
-3.878000e+00,0.44
-3.876000e+00,0.04
-3.874000e+00,0.52
-3.872000e+00,0.04
-3.870000e+00,0.52
-3.868000e+00,0.04
-3.866000e+00,0.52
-3.864000e+00,0.04
-3.862000e+00,0.52
-3.860000e+00,0.04
-3.858000e+00,0.44
-3.856000e+00,0.04
-3.854000e+00,0.52
-3.852000e+00,0.04
-3.850000e+00,0.52
-3.848000e+00,-0.04
-3.846000e+00,0.52
-3.844000e+00,0.04
-3.842000e+00,0.52
-3.840000e+00,0.04
-3.838000e+00,0.52
-3.836000e+00,0.04
-3.834000e+00,0.52
-3.832000e+00,0.04
-3.830000e+00,0.52
-3.828000e+00,0.04
-3.826000e+00,0.52
-3.824000e+00,0.04
-3.822000e+00,0.52
-3.820000e+00,0.04
-3.818000e+00,0.44
-3.816000e+00,0.04
-3.814000e+00,0.52
-3.812000e+00,0.04
-3.810000e+00,0.44
-3.808000e+00,0.04
-3.806000e+00,0.52
-3.804000e+00,0.04
-3.802000e+00,0.52
-3.800000e+00,0.04
-3.798000e+00,0.52
-3.796000e+00,0.04
-3.794000e+00,0.52
-3.792000e+00,0.04
-3.790000e+00,0.44
-3.788000e+00,0.04
-3.786000e+00,0.52
-3.784000e+00,0.04
-3.782000e+00,0.44
-3.780000e+00,0.04
-3.778000e+00,0.52
-3.776000e+00,0.04
-3.774000e+00,0.52
-3.772000e+00,0.04
-3.770000e+00,0.52
-3.768000e+00,0.04
-3.766000e+00,0.52
-3.764000e+00,0.04
-3.762000e+00,0.44
-3.760000e+00,0.04
-3.758000e+00,0.52
-3.756000e+00,0.04
-3.754000e+00,0.52
-3.752000e+00,0.04
-3.750000e+00,0.52
-3.748000e+00,0.04
-3.746000e+00,0.44
-3.744000e+00,0.04
-3.742000e+00,0.52
-3.740000e+00,0.04
-3.738000e+00,0.52
-3.736000e+00,0.04
-3.734000e+00,0.52
-3.732000e+00,0.04
-3.730000e+00,0.52
-3.728000e+00,0.04
-3.726000e+00,0.52
-3.724000e+00,0.04
-3.722000e+00,0.44
-3.720000e+00,0.04
-3.718000e+00,0.52
-3.716000e+00,0.04
-3.714000e+00,0.52
-3.712000e+00,0.04
-3.710000e+00,0.52
-3.708000e+00,0.04
-3.706000e+00,0.44
-3.704000e+00,0.04
-3.702000e+00,0.44
-3.700000e+00,0.04
-3.698000e+00,0.52
-3.696000e+00,-0.04
-3.694000e+00,0.52
-3.692000e+00,0.04
-3.690000e+00,0.52
-3.688000e+00,0.04
-3.686000e+00,0.52
-3.684000e+00,0.04
-3.682000e+00,0.52
-3.680000e+00,0.04
-3.678000e+00,0.52
-3.676000e+00,0.04
-3.674000e+00,0.52
-3.672000e+00,0.04
-3.670000e+00,0.52
-3.668000e+00,0.04
-3.666000e+00,0.52
-3.664000e+00,0.04
-3.662000e+00,0.52
-3.660000e+00,0.04
-3.658000e+00,0.52
-3.656000e+00,0.04
-3.654000e+00,0.44
-3.652000e+00,0.04
-3.650000e+00,0.52
-3.648000e+00,0.04
-3.646000e+00,0.52
-3.644000e+00,0.04
-3.642000e+00,0.44
-3.640000e+00,0.04
-3.638000e+00,0.52
-3.636000e+00,0.04
-3.634000e+00,0.52
-3.632000e+00,0.04
-3.630000e+00,0.44
-3.628000e+00,0.04
-3.626000e+00,0.44
-3.624000e+00,0.04
-3.622000e+00,0.52
-3.620000e+00,0.04
-3.618000e+00,0.52
-3.616000e+00,0.04
-3.614000e+00,0.52
-3.612000e+00,-0.04
-3.610000e+00,0.52
-3.608000e+00,0.04
-3.606000e+00,0.52
-3.604000e+00,0.04
-3.602000e+00,0.52
-3.600000e+00,0.04
-3.598000e+00,0.52
-3.596000e+00,0.04
-3.594000e+00,0.52
-3.592000e+00,0.04
-3.590000e+00,0.44
-3.588000e+00,0.04
-3.586000e+00,0.52
-3.584000e+00,0.04
-3.582000e+00,0.52
-3.580000e+00,-0.04
-3.578000e+00,0.52
-3.576000e+00,0.04
-3.574000e+00,0.44
-3.572000e+00,0.04
-3.570000e+00,0.52
-3.568000e+00,0.04
-3.566000e+00,0.52
-3.564000e+00,0.04
-3.562000e+00,0.52
-3.560000e+00,0.04
-3.558000e+00,0.52
-3.556000e+00,0.04
-3.554000e+00,0.52
-3.552000e+00,0.04
-3.550000e+00,0.52
-3.548000e+00,0.04
-3.546000e+00,0.44
-3.544000e+00,0.04
-3.542000e+00,0.52
-3.540000e+00,0.04
-3.538000e+00,0.52
-3.536000e+00,0.04
-3.534000e+00,0.52
-3.532000e+00,0.04
-3.530000e+00,0.52
-3.528000e+00,0.04
-3.526000e+00,0.52
-3.524000e+00,0.04
-3.522000e+00,0.52
-3.520000e+00,0.04
-3.518000e+00,0.44
-3.516000e+00,0.04
-3.514000e+00,0.44
-3.512000e+00,0.04
-3.510000e+00,0.52
-3.508000e+00,0.04
-3.506000e+00,0.52
-3.504000e+00,0.04
-3.502000e+00,0.52
-3.500000e+00,0.04
-3.498000e+00,0.52
-3.496000e+00,0.04
-3.494000e+00,0.44
-3.492000e+00,0.04
-3.490000e+00,0.52
-3.488000e+00,0.04
-3.486000e+00,0.52
-3.484000e+00,0.04
-3.482000e+00,0.52
-3.480000e+00,0.04
-3.478000e+00,0.52
-3.476000e+00,0.04
-3.474000e+00,0.52
-3.472000e+00,0.04
-3.470000e+00,0.52
-3.468000e+00,0.04
-3.466000e+00,0.52
-3.464000e+00,0.04
-3.462000e+00,0.44
-3.460000e+00,0.04
-3.458000e+00,0.44
-3.456000e+00,0.04
-3.454000e+00,0.52
-3.452000e+00,0.04
-3.450000e+00,0.52
-3.448000e+00,0.04
-3.446000e+00,0.52
-3.444000e+00,0.04
-3.442000e+00,0.52
-3.440000e+00,0.04
-3.438000e+00,0.52
-3.436000e+00,0.04
-3.434000e+00,0.44
-3.432000e+00,0.04
-3.430000e+00,0.44
-3.428000e+00,-0.04
-3.426000e+00,0.52
-3.424000e+00,0.04
-3.422000e+00,0.52
-3.420000e+00,0.04
-3.418000e+00,0.44
-3.416000e+00,0.04
-3.414000e+00,0.44
-3.412000e+00,0.04
-3.410000e+00,0.52
-3.408000e+00,0.04
-3.406000e+00,0.52
-3.404000e+00,0.04
-3.402000e+00,0.44
-3.400000e+00,0.04
-3.398000e+00,0.52
-3.396000e+00,0.04
-3.394000e+00,0.52
-3.392000e+00,0.04
-3.390000e+00,0.52
-3.388000e+00,0.04
-3.386000e+00,0.44
-3.384000e+00,0.04
-3.382000e+00,0.44
-3.380000e+00,0.04
-3.378000e+00,0.44
-3.376000e+00,0.04
-3.374000e+00,0.52
-3.372000e+00,0.04
-3.370000e+00,0.52
-3.368000e+00,-0.04
-3.366000e+00,0.44
-3.364000e+00,0.04
-3.362000e+00,0.52
-3.360000e+00,0.04
-3.358000e+00,0.52
-3.356000e+00,0.04
-3.354000e+00,0.44
-3.352000e+00,0.04
-3.350000e+00,11.88
-3.348000e+00,11.4
-3.346000e+00,11.88
-3.344000e+00,11.4
-3.342000e+00,11.88
-3.340000e+00,11.4
-3.338000e+00,11.88
-3.336000e+00,11.4
-3.334000e+00,11.88
-3.332000e+00,11.4
-3.330000e+00,11.88
-3.328000e+00,11.4
-3.326000e+00,11.88
-3.324000e+00,11.4
-3.322000e+00,11.88
-3.320000e+00,11.4
-3.318000e+00,11.88
-3.316000e+00,11.4
-3.314000e+00,11.88
-3.312000e+00,11.4
-3.310000e+00,11.88
-3.308000e+00,11.4
-3.306000e+00,11.88
-3.304000e+00,11.4
-3.302000e+00,11.88
-3.300000e+00,11.4
-3.298000e+00,11.88
-3.296000e+00,11.4
-3.294000e+00,11.88
-3.292000e+00,11.4
-3.290000e+00,11.88
-3.288000e+00,11.4
-3.286000e+00,11.88
-3.284000e+00,11.4
-3.282000e+00,11.88
-3.280000e+00,11.4
-3.278000e+00,11.88
-3.276000e+00,11.4
-3.274000e+00,11.88
-3.272000e+00,11.4
-3.270000e+00,11.88
-3.268000e+00,11.4
-3.266000e+00,11.88
-3.264000e+00,11.4
-3.262000e+00,11.88
-3.260000e+00,11.4
-3.258000e+00,11.88
-3.256000e+00,11.4
-3.254000e+00,11.88
-3.252000e+00,11.32
-3.250000e+00,11.88
-3.248000e+00,11.4
-3.246000e+00,11.88
-3.244000e+00,-0.6
-3.242000e+00,11.88
-3.240000e+00,0.04
-3.238000e+00,0.44
-3.236000e+00,0.04
-3.234000e+00,0.52
-3.232000e+00,0.04
-3.230000e+00,0.44
-3.228000e+00,0.04
-3.226000e+00,0.52
-3.224000e+00,0.04
-3.222000e+00,0.52
-3.220000e+00,0.04
-3.218000e+00,0.52
-3.216000e+00,0.04
-3.214000e+00,0.52
-3.212000e+00,0.04
-3.210000e+00,0.52
-3.208000e+00,0.04
-3.206000e+00,0.44
-3.204000e+00,0.04
-3.202000e+00,0.52
-3.200000e+00,0.04
-3.198000e+00,0.52
-3.196000e+00,0.04
-3.194000e+00,0.44
-3.192000e+00,0.04
-3.190000e+00,0.52
-3.188000e+00,0.04
-3.186000e+00,0.44
-3.184000e+00,0.04
-3.182000e+00,0.52
-3.180000e+00,0.04
-3.178000e+00,0.44
-3.176000e+00,0.04
-3.174000e+00,0.52
-3.172000e+00,0.04
-3.170000e+00,0.52
-3.168000e+00,0.04
-3.166000e+00,0.52
-3.164000e+00,0.04
-3.162000e+00,0.52
-3.160000e+00,0.04
-3.158000e+00,0.44
-3.156000e+00,0.04
-3.154000e+00,0.52
-3.152000e+00,0.04
-3.150000e+00,0.52
-3.148000e+00,0.04
-3.146000e+00,0.52
-3.144000e+00,0.04
-3.142000e+00,0.44
-3.140000e+00,0.04
-3.138000e+00,0.44
-3.136000e+00,0.04
-3.134000e+00,0.52
-3.132000e+00,0.04
-3.130000e+00,0.52
-3.128000e+00,0.04
-3.126000e+00,0.52
-3.124000e+00,0.04
-3.122000e+00,0.52
-3.120000e+00,-0.04
-3.118000e+00,0.52
-3.116000e+00,0.04
